text,label
that what my old man did he was one of those assholes that liked to fight lol knowing how to fight may not save you from a gun or nigger pack attack but it let us you go thru school without worrying about being sum1 bitch,offensive
<user> do you remember saying that nazi are very fine people i d say your wishes are absolute bullshit,normal
folks i do not wana be greedy so today i ama start da same program i had on twitter so here it is da first nigger who can retweet dis go win a free cup of shit to eat ok go,hatespeech
<user> called it hours ago and this kike rat would not reply to my calling him out either part time shit tier jidf making some extra shekels lol they are not sending their best yet,hatespeech
<user> i want to punch trudeau then those muslimes,hatespeech
christians are commanded to come out and be separate muzzies and christians cannot co exist as muzzies just want to kill everybody all the time so somebody has got to go,hatespeech
niggas can be whoever they want to be in tweets got to remember that when you are online dating,normal
so that white powder must have been sodium percarbonate,normal
we really finna elect biden with the appalling amount of rapey advances he made on camera with literal children damn lmfao,normal
<user> chinaman satanist lee hsien loong biggest cowards criminals keep on chattering audibly in <number> <number> wellington circle singapore he is arranging the biggest racial violence the world has ever seen drug addicts pseudo terrorists might be employed talks of uk citizens now,offensive
<user> i find it interesting that they were given refugee status in turkey a safe country yet shipped over here,normal
i will never forget how one of my coworkers looked me dead in my face and asked me do you wash your hair just because my hair is in braids does not mean i do not wash it you small dick white bitch,offensive
you are defending this dumb shit for creating the illusion that i should somehow care because i was raised mormon or that i am a kike because i was born into a mormon family oblige me with that retard level logic and just add to the dumpster fire,offensive
<user> <user> ching chong is literally a xenophobic expression are you dizzy,normal
average white iq <number> average asian iq <number> average african iq <number> nigger they are of inferior stock as they would say in the old days why you would mix with a spic unless this is some kind of pillaging operation is beyond me,hatespeech
percentage manufacturing crime sends them to the rightabout the devil on moneylenders gave reuben j a great strawcalling now he really what they call a dirty jew power those judges have crusty old topers,normal
