post_tokens,toxic_tokens,post_label
"['well', 'she', 'nonwhite', 'herself', 'so', 'this', 'really', 'does', 'not', 'surprise', 'me', 'one', 'bit', 'lauren', 'simonsen', 'has', 'a', 'fetish', 'for', 'nigs', 'and', 'spics', 'like', 'a', 'typical', 'anti', 'white', 'kikess', 'would', 'how', 'this', 'duplicitous', 'jew', 'bitch', 'fooled', 'so', 'many', 'for', 'so', 'long', 'is', 'beyond', 'me', 'ezra', 'levant', 'does', 'not', 'employ', 'shiksas', 'he', 'keeps', 'it', 'crypto']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['there', 'not', 'a', 'whole', 'lot', 'of', 'tolerance', 'for', 'women', 'who', 'refuse', 'to', 'bend', 'a', 'knee', 'for', 'hillary', 'clinton', 'is', 'there', 'i', 'have', 'been', 'in', 'all', 'those', 'dm', 'chat', 'rooms', 'where', 'they', 'plot', 'to', 'mass', 'report', 'same', 'cretins', 'eventually', 'got', 'me', 'banned']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'and', 'putin', 'and', 'the', 'dalai', 'lama', 'are', '<number>', 'correct', 'all', 'muslims', 'must', 'stay', 'in', 'muslim', 'lands', 'zero', 'exceptions']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0]",offensive
"['king', 'abdullah', 'of', 'jordan', 'has', 'agreed', 'to', 'open', 'the', 'first', 'refugee', 'tent', 'city', 'to', 'accept', 'the', 'refugees', 'currently', 'stuck', 'in', 'greece', 'and', 'italy', 'because', 'hungary', 'and', 'poland', 'wont', 'take', 'them', 'for', 'eight', 'years', 'obama', 'said', 'jordan', 'would', 'never', 'accept', 'refugees', 'trump', 'maga', 'freedomcaucus']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['so', 'are', 'we', 'gonna', 'get', 'let', '’', 'get', 'married', 'or', 'is', 'baby', 'boy', 'the', 'closest', 'thing', 'to', 'it', 'we', '’', 'll', 'ever', 'get', '<user>', 'ghettobaby']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['but', 'just', 'because', 'it', 'is', 'illegal', 'and', '—', 'as', 'much', 'as', 'i', 'hate', 'it', '—', 'have', 'very', 'bad', 'punishments', 'does', 'not', 'mean', 'that', 'all', 'arabs', 'think', 'the', 'lgbt', 'community', 'is', 'bad', 'some', 'tolerate', 'some', 'support', 'in', 'silence', 'just', 'like', 'everyone', 'else', 'the', 'topic', 'is', 'quite', 'irrelevant', 'though', 'but', 'it']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['2', 'v2', 'challs', 'kroc', 'is', 'scared', 'of', 'comp', 'so', 'dont', 'be', 'a', 'dumb', 'sweater', 'retard']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'blatant', 'lawlessness', 'on', 'the', 'streets', 'of', 'n.y.', 'another', 'example', 'of', 'dumb', 'blasio', 'the', 'rest', 'of', 'these', 'democrat', 'cities', 'anti', 'police', 'agenda', 'safety', 'is', 'a', 'priority', 'to', 'every', 'citizen', 'in', 'a', 'civilized', 'society', 'democrat', 'agenda', 'is', 'sanctuary', 'city', '<money>', 'for', 'saying', 'illegal', 'alien', 'vote', 'republican']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'with', 'the', 'news', 'of', 'dykes', 'going', 'down', 'do', 'you', 'expect', 'kam', 'wilson', 'to', 'step', 'in', 'to', 'fill', 'the', 'dykes', 'role']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'i', 'hear', 'the', 'ghetto', 'calling', 'oops', 'my', 'bad', 'that', 'was', 'your', 'porch', 'monkey', 'momma']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",hatespeech
"['frank', 'dicpario', 'and', 'the', 'misogenous', 'potatoes', 'a', 'blackened', 'math', 'metal', 'band']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', '<user>', 'talk', 'about', 'retarded', 'what', 'a', 'stupid', 'gif', 'you', 'appear', 'to', 'be', 'the', 'poster', 'boy', 'for', 'it']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['for', 'all', 'you', 'white', 'people', 'time', 'to', 'wake', 'the', 'fk', 'up', 'white', 'people', 'freed', 'the', 'blacks', 'and', 'gave', 'them', 'a', 'future', 'in', 'the', '<number>', 'the', 'democrats', 'stepped', 'in', 'with', 'pres', 'johnson', 'and', 'bought', 'them', 'back', 'into', 'slavery', 'with', 'welfare', 'by', 'destroying', 'the', 'family', 'no', 'father', 'needed', 'and', 'urban', 'ghettos', 'were', 'born']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', 'you', 'can', 'not', 'grab', 'a', 'person', 'firearm', 'and', 'start', 'punching', 'them', 'and', 'trying', 'to', 'take', 'it', 'you', 'utter', 'fucking', 'retard']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",offensive
"['<user>', 'side', 'note', 'how', 'tf', 'i', 'spell', 'from', 'as', 'grime', 'i', 'swear', 'i', '’', 'm', 'retarded']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",offensive
"['hebrews', '<time>', '<number>', 'who', 'through', 'faith', 'subdued', 'kingdoms', 'wrought', 'righteousness', 'obtained', 'promises', 'stopped', 'the', 'mouths', 'of', 'lions', 'quenched', 'the', 'violence', 'of', 'fire', 'escaped', 'the', 'edge', 'of', 'the', 'sword', 'out', 'of', 'weakness', 'were', 'made', 'great', 'waxed', 'valiant', 'in', 'fight', 'turned', 'to', 'flight', 'the', 'armies', 'of', 'the', 'aliens']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['jew', 'jews', 'his', 'way', 'into', 'becoming', 'prime', 'minister', 'of', 'huwhytopia', 'poland', 'kike', 'kikes', 'his', 'way', 'to', 'municipality', 'judicial', 'head', 'in', 'majority', 'white', 'porto', 'alegre', 'brazil', 'guys', 'the', 'time', 'for', 'heroes', 'is', 'now', 'if', 'you', 'have', 'nothing', 'to', 'lose', 'you', 'know', 'what', 'to', 'do', 'conanism']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['good', 'morning', 'tonight', 'i', 'had', 'a', 'nightmare', 'where', 'all', 'tj', 'suddenly', 'became', 'horny', 'for', 'todd', 'and', 'people', 'were', 'shipping', 'him', 'with', 'hank', 'there', 'were', 'fanarts', 'and', 'whole', 'threads', 'about', 'it', 'and', 'i', 'wanted', 'to', 'kill', 'every', 'single', 'one', 'of', 'you']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'pakistan', 'is', 'created', 'for', 'muslims', 'so', 'no', 'muslim', 'refugee', 'in', 'india', 'anymore']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['niggers', 'dindu', 'and', 'do', 'not', 'do', 'nuffin', 'these', 'apes', 'are', 'beyond', 'just', 'obsolete', 'farm', 'equipment', 'oh', 'and', 'this', 'don', 'lemon', 'monkey', 'is', 'a', 'faggot', 'too', '<user>']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['canada', 'is', 'turning', 'into', 'a', 'muzzie', 'shit', 'hole', 'too']","[0, 0, 0, 0, 0, 1, 1, 0, 0]",hatespeech
"['i', 'am', 'shocked', 'a', 'moslem', 'planning', 'a', 'terror', 'attack']","[0, 0, 0, 0, 1, 0, 0, 0, 0]",hatespeech
"['<user>', 'suse', 'juat', 'gtfo', 'out', 'of', 'this', 'country', 'you', 'useless', 'islamist']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",hatespeech
"['i', 'hate', 'you', 'ka', 'opposite', 'sidnaazshines']","[1, 1, 1, 0, 0, 0]",offensive
"['wait', 'i', 'missed', 'something', 'why', 'are', 'you', 'saying', 'the', 'ds', 'split', 'from', 'the', 'alt', 'right', 'the', 'only', 'person', 'i', 'see', 'acting', 'weird', 'is', 'you', 'by', 'trying', 'to', 'defend', 'a', 'racemixed', 'kike', 'woman']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",hatespeech
"['comes', 'back', '<number>', 'minutes', 'later', 'with', 'some', 'black', 'metal', 'bullshit', 'lyrics', 'try', 'to', 'and', 'prop', 'up', 'a', 'shitty', 'meme', 'made', 'by', 'a', 'gook', 'fucker', 'as', 'a', 'last', 'stand', 'damn', 'i', 'really', 'did', 'piss', 'you', 'off', 'serously', 'though', 'just', 'read', 'mason', 'book']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['hey', 'starbucks', 'you', 'are', 'the', 'partisan', 'problem', 'not', 'your', 'coffee', 'you', 'keep', 'hiring', 'those', 'refugees']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",offensive
"['pretty', 'sure', 'that', 'the', 'best', 'counter', 'to', 'the', 'kike', 'on', 'a', 'stick', 'argument']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",hatespeech
"['ctfu', 'how', 'retarded', 'are', 'you', 'that', '<number>', 'years', 'later', 'your', 'dumb', 'ass', 'is', 'still', 'talking', 'about', 'shit', 'like', 'it', 'just', 'happened', '🙄', '🙄', '🙄', '🙄', '🙄', '🙄', '🙄', '🙄', '🙄']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['so', 'what', 'do', 'muzzies', 'do', 'when', 'they', 'get', 'their', 'schlong', 'stuck', 'in', 'a', 'goat', 'ass', 'is', 'there', 'a', 'hotline', 'they', 'can', 'call', 'or', 'something']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['women', 'can', 'not', 'handle', 'the', 'bantz', 'they', 'are', 'women', 'you', 'do', 'not', 'bantz', 'women', 'that', 'gay']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",offensive
"['i', 'do', 'not', 'even', 'have', 'to', 'argue', 'against', 'the', 'philosophical', 'concept', 'the', 'belief', 'that', 'there', 'is', 'any', 'way', 'to', 'accomplish', 'the', 'stated', 'goals', 'forced', 'expulsion', 'is', 'completely', 'delusional', 'until', 'racetards', 'have', 'a', 'viable', 'plan', 'they', 'are', 'just', 'engaging', 'in', 'a', 'pointless', 'retard', 'circle', 'jerk', 'but', 'whatever', 'keeps', 'them', 'busy']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",offensive
"['sometimes', 'you', 'can', 'just', 'tell', 'a', 'woman', 'is', 'a', 'real', 'woman', 'she', 'makes', 'it', 'a', 'point', 'that', 'it', 'is', 'not', 'the', 'nature', 'of', 'women', 'to', 'bitch', 'about', 'most', 'anything', 'in', 'order', 'to', 'be', 'a', 'woman']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['wearing', 'my', 'new', 'shoes', 'around', 'town', 'who', 'coming', 'to', 'clean', 'them', 'findomslave', 'findom', 'footfetish']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",offensive
"['all', 'asians', 'are', 'ant', 'people', 'except', 'maybe', 'japs']","[0, 1, 0, 0, 0, 0, 0, 1]",offensive
"['<user>', '<user>', 'i', 'work', 'in', 'an', 'urban', 'school', 'district', 'i', 'am', 'already', 'giving', 'to', 'the', 'black', 'hispanic', 'refugee', 'and', 'illegal', 'alien', 'communities', 'i', 'will', 'be', 'damned', 'if', 'i', 'am', 'going', 'to', 'pay', '<number>', 'red', 'cent', 'for', 'a', 'sin', 'i', 'did', 'not', 'commit']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'my', 'window', 'is', 'closed', 'mackinze', 'i', 'am', 'worrying', 'about', 'myself', 'but', 'i', 'guess', 'so', 'are', 'you', 'two', 'arrogant', 'white', 'bitches', 'dm', 'me', 'if', 'there', 'an', 'issue', 'or', 'stop', 'being', 'childish', 'and', 'talking', 'ya', 'shit']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', 'what', 'wrong', 'with', 'asians', 'latinos', 'jews', 'and', 'gay', 'white', 'guys']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['the', 'end', 'of', 'it', 'did', 'not', 'mix', 'blacks', 'and', 'whites', 'it', 'just', 'meant', 'the', 'liquor', 'stores', 'in', 'black', 'areas', 'are', 'now', 'run', 'by', 'arabs', 'instead', 'of', 'blacks']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",offensive
"['<user>', 'nigger', 'is', 'still', 'jesus', 'christ', 'for', 'all', 'this', 'niggers']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['british', 'tourists', 'to', 'america', 'were', 'warned', 'for', 'years', 'not', 'to', 'leave', 'main', 'freeways', 'in', 'their', 'rental', 'car', 'there', 'were', 'a', 'high', 'number', 'of', 'cases', 'of', 'them', 'being', 'ambushed', 'by', 'blacks', 'who', 'saw', 'rental', 'plates', 'and', 'easy', 'pickings', 'the', 'ghettos', 'have', 'never', 'been', 'safe', 'for', 'whites']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",hatespeech
"['most', 'americans', 'had', 'no', 'idea', 'how', 'corrupt', 'until', 'the', 'lying', 'muzrat', 'traitor', 'usurped', 'the', 'presidency']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",offensive
"['<user>', '<user>', 'you', 'all', 'faggots', 'gunna', 'top', 'each', 'other', 'off', 'now', 'or', 'what']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['i', 'went', 'to', 'the', 'post', 'office', 'today', 'and', 'asked', 'the', '<number>', 'lb', 'sheboon', 'behind', 'the', 'counter', 'how', 'much', 'faster', 'a', 'letter', 'to', 'amarillo', 'would', 'get', 'there', 'if', 'i', 'used', 'express', 'mail', 'her', 'exact', 'reply', 'mayne', 'you', 'really', 'expeck', 'me', 'ta', 'know', 'diss']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['hello', 'hello', 'it', 'is', 'the', 'other', 'way', 'around', 'am', 'triggering', 'you', 'lol', 'look', 'the', 'jews', 'are', 'coming', 'tongue']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",offensive
"['<user>', 'good', 'nite', 'trailer', 'trash']","[0, 0, 0, 1, 1]",offensive
"['so', 'even', 'though', 'i', 'am', 'thoroughly', 'english', 'but', 'have', 'a', 'jewish', 'mother', 'i', 'cannot', 'be', 'white', 'and', 'jewish', 'are', 'you', 'completely', 'sausage']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['extreme', 'shitlib', 'swpls', 'are', 'the', 'best', 'argument', 'against', 'the', 'simplified', 'wn', 'thesis', 'that', 'everything', 'would', 'be', 'fine', 'if', 'the', 'brown', 'people', 'and', 'jews', 'were', 'gone', 'i', 'wish', 'it', 'was', 'that', 'simple']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",hatespeech
"['<user>', '<user>', 'what', 'kind', 'of', 'retarded', 'duck', 'has', 'bats', 'for', 'feet']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",offensive
"['<user>', 'i', 'didn', '’', 't', 'stutter', 'either', 'survive', 'out', 'of', 'your', 'ghetto', 'mentality', 'first']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",offensive
"['deflect', 'all', 'you', 'want', 'kike', 'spawn', 'the', 'whole', 'world', 'saw', 'what', 'happened', 'and', 'people', 'opinions', 'are', 'shifting', 'use', 'all', 'the', 'mental', 'gymnastics', 'you', 'like', 'to', 'justify', 'things', 'for', 'your', 'masters', 'the', 'rest', 'of', 'us', 'have', 'no', 'such', 'strings', 'and', 'can', 'see', 'things', 'with', 'a', 'clear', 'conscious']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['at', 'my', 'high', 'school', 'just', 'to', 'spite', 'david', 'hogg', 'his', 'retarded', 'cohorts', 'i', 'will', 'be', 'hosting', 'a', 'national', 'lock', 'in', 'on', '<date>', '<number>', 'it', 'll', 'send', 'the', 'message', 'of', 'our', 'rights', 'being', 'important', 'including', 'the', '2', 'nd', 'amendment']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['if', 'my', 'son', 'or', 'daughter', 'ever', 'turned', 'out', 'to', 'be', 'a', 'pedophile', 'an', 'antifa', 'or', 'a', 'gun', 'grabber', 'i', 'would', 'disown', 'them', 'instantly', 'i', 'do', 'not', 'ever', 'want', 'a', 'wannabe', 'kike', 'or', 'nigger', 'for', 'a', 'son', 'or', 'daughter', 'ever']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",hatespeech
"['he', 'a', 'fucking', 'pot', 'smoking', 'ass', 'snitch', 'molestor', 'rapists', 'and', 'he', 'looks', 'like', 'a', 'fucking', 'bitch', 'and', 'fucking', 'little', 'white', 'boy', 'that', 'does', 'not', 'have', 'shit', 'up', 'a', 'desire', 'to', 'cry', 'about', 'everything', 'what', 'a', 'fucking', 'little', 'faggot', 'he', 'wasn', 't', 'ever', 'worth', 'shit']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",offensive
"['muslims', 'are', 'turning', 'nh', 'into', 'a', 'shithole', 'why', 'do', 'not', 'they', 'go', 'to', 'a', 'place', 'they', 'd', 'feel', 'more', 'comfy', 'like', 'ghetto', 'shitcago', 'because', 'the', 'push', 'to', 'place', 'violent', 'islamic', 'refugees', 'in', 'peaceful', 'prosperous', 'white', 'areas', 'is', 'deliberate', 'they', 'are', 'bringing', 'america', 'down', 'and', 'turning', 'it', 'all', 'into', 'a', 'shithole']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",hatespeech
"['cheating', 'is', 'not', 'the', 'wave', 'grow', 'up', 'you', 'dumbass', 'nigga']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'this', 'is', 'why', 'i', 'also', 'never', 'wear', 'white', 'bc', 'i', 'automatically', 'always', 'spill', 'food', '😂', '😂']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['this', 'whole', 'trump', 'hates', 'women', 'thing', 'is', 'the', 'biggest', 'straw', 'man', 'argument', 'ever', 'devised', 'you', 'can', 'fool', 'all', 'the', 'people', 'some', 'of', 'the', 'time', 'and', 'some', 'of', 'the', 'people', 'all', 'the', 'time', 'but', 'you', 'cannot', 'fool', 'all', 'the', 'people', 'all', 'the', 'time']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['but', 'speaking', 'of', 'sexual', 'harassment', 'and', 'abuse', 'what', 'about', 'at', 'the', 'presidential', 'level', 'responding', 'to', 'a', 'tweet', 'summarizing', 'oprah', 'speech', 'famous', 'bill', 'clinton', 'sexual', 'abuse', 'victim', 'juanita', 'broaddrick', 'said', 'the', 'following']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['silk', 'sheets', 'and', 'diamonds', 'all', 'white']","[0, 0, 0, 0, 0, 0]",normal
"['french', 'mayors', 'panic', 'as', 'invading', 'muslime', 'migrants', 'overwhelm', 'cities', 'keep', 'your', 'borders', 'open', 'french', 'president', 'moron', 'there', 'are', 'more', 'muslimes', 'looking', 'for', 'freebies', 'and', 'to', 'take', 'over', 'your', 'nation', 'muslimes', 'are', 'no', 'value', 'added', 'to', 'france', 'or', 'any', 'european', 'nation', 'or', 'america', 'deport', 'putin', 'says', 'syria', 'war', 'over']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['<user>', '\u200d', 'he', 'did', 'not', 'leave', 'me', 'he', 'just', 'took', 'a', 'holiday', 'with', 'esmerelda', 'the', 'greasy', 'spic', 'maid']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",hatespeech
"['there', 'are', 'no', 'black', 'south', 'africans', 'they', 'are', 'just', 'invaders', 'south', 'africa', 'belongs', 'to', 'the', 'dutch', 'settlers']","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",offensive
"['any', 'other', 'queer', 'trans', 'people', 'concerned', 'with', 'your', 'outer', 'image', 'and', 'looking', 'queer', 'i', 'try', 'not', 'to', 'bc', 'i', 'know', 'it', 'a', 'privilege', 'to', 'be', 'able', 'to', 'present', 'myself', 'as', 'non', 'cishet', 'but', 'also', 'i', 'just', 'want', 'everyone', 'to', 'know', 'im', 'a', 'dyke']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['mad', 'antifa', 'sticker', 'advocating', 'violence', 'against', 'political', 'opponents', 'in', 'newcastle', 'upon', 'tyne', 'england', 'they', 'decide', 'who', 'the', 'nazis', 'are', 'of', 'course']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['gay', 'scrotum', 'fly', 'away', 'and', 'toms', 'a', 'nonce']","[0, 0, 0, 0, 0, 0, 0, 0]",normal
